
Valores Confirmados

Fecha;CUPRUM;;HABITAT;;MAGISTER;;PLANVITAL;;PROVIDA;;SANTA MARIA;;SUMMA BANSANDER
2002-09-06;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-07;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-08;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-09;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-10;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-11;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-12;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-13;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-14;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-15;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-16;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-17;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-18;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-19;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-20;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-21;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-22;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-23;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-24;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-25;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-26;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0;10.000,00;0
2002-09-27;10.000,00;33808134951;10.000,00;69968341414;10.000,00;6153578733;9.999,99;1643354067;10.000,00;26842064977;9.999,64;11077989058;10.000,00;37330204830
2002-09-28;10.000,00;33808134951;10.000,00;69968341414;10.000,00;6153578733;9.999,99;1643354067;10.000,00;26842064977;9.999,64;11077989058;10.000,00;37330204830
2002-09-29;10.000,00;33808134951;10.000,00;69968341414;10.000,00;6153578733;9.999,99;1643354067;10.000,00;26842064977;9.999,64;11077989058;10.000,00;37330204830
2002-09-30;10.028,43;33904266701;10.036,42;70221389900;10.004,33;6156240697;10.071,18;1655052689;10.063,27;27011887192;10.048,75;11132400250;10.045,06;37498407082
2002-10-01;9.994,85;33790739307;9.990,38;69898826295;9.945,29;6119911172;10.023,93;1647288053;10.027,62;26956858299;10.009,44;11088849533;10.023,90;37419439246
2002-10-02;9.955,32;33657066742;9.948,17;69603372954;9.895,34;6089177445;9.932,57;1632274195;9.943,73;26731257209;9.942,07;11014211446;9.957,72;37172366683
2002-10-03;9.978,84;33736602066;9.975,82;69790850450;9.926,46;6108324731;9.977,28;1639622117;9.987,40;26848334662;9.971,05;11046313843;9.986,44;37279584310
2002-10-04;9.973,27;33717723133;9.981,71;69831652350;9.949,09;6122251558;9.989,05;1641555374;9.997,57;26859472736;9.986,56;11063497064;9.972,74;37227331272
2002-10-05;9.973,27;33717723133;9.981,71;69831652350;9.949,09;6122251558;9.989,05;1641555374;9.997,57;26859472736;9.986,56;11063497064;9.972,74;37227331272
2002-10-06;9.973,27;33717723133;9.981,71;69831652350;9.949,09;6122251558;9.989,05;1641555374;9.997,57;26859472736;9.986,56;11063497064;9.972,74;37227331272
2002-10-07;9.970,79;41976633072;9.971,52;69760073315;9.953,80;6125149146;9.948,57;1634903999;9.979,26;26810205005;9.962,83;11037215117;9.969,60;37215634779
2002-10-08;9.947,86;41880051805;9.970,28;69749816401;9.968,00;6133887889;9.937,21;1633028034;9.974,90;26798061063;9.972,00;11043988889;9.950,73;37146334080
2002-10-09;9.882,51;41604298786;9.938,14;69523826568;9.947,77;6121361079;9.878,24;1623337386;9.928,87;26674269631;9.913,13;10978204390;9.894,56;36936736606
2002-10-10;9.890,99;41639497932;9.947,87;69591438126;9.924,38;6106964491;9.878,67;1623408159;9.937,02;26696314050;9.910,83;10975431810;9.885,29;36902128709
2002-10-11;9.862,48;47954212386;9.921,37;69446753174;9.888,68;6084996906;9.828,55;1615167892;9.925,84;26666271502;9.866,66;10926415623;9.853,93;59030532248
2002-10-12;9.862,48;47954212386;9.921,37;69446753174;9.888,68;6084996906;9.828,55;1615167892;9.925,84;26666271502;9.866,66;10926415623;9.853,93;59030532248
2002-10-13;9.862,48;47954212386;9.921,37;69446753174;9.888,68;6084996906;9.828,55;1615167892;9.925,84;26666271502;9.866,66;10926415623;9.853,93;59030532248
2002-10-14;9.846,27;47875357407;9.891,82;69239063575;9.888,55;6084915501;9.811,48;1612362871;9.913,17;26632062422;9.819,16;10873741928;9.855,19;59074528116
2002-10-15;9.914,69;48170616151;9.941,15;69583354936;9.913,29;6101625875;9.902,11;1627653818;9.958,31;26751489697;9.929,50;10995884450;9.971,68;59600867718
2002-10-16;9.914,89;48170444472;9.933,75;69530640168;9.906,97;6097736663;9.907,17;1628485822;9.956,14;26745488183;9.920,35;10985750310;9.974,30;59616557390
2002-10-17;9.973,41;48454748503;9.957,84;69696435131;9.951,44;6125107834;9.980,92;1640607692;9.987,86;26830408370;9.992,65;11065598391;10.041,78;60019879931
2002-10-18;9.966,31;48420177889;9.939,44;92654510831;9.948,23;6122381436;9.952,09;1635868666;10.015,06;26903329164;9.980,91;11052576490;10.017,62;59880733005
2002-10-19;9.966,31;48420177889;9.939,44;92654510831;9.948,23;6122381436;9.952,09;1635868666;10.015,06;26903329164;9.980,91;11052576490;10.017,62;59880733005
2002-10-20;9.966,31;48420177889;9.939,44;92654510831;9.948,23;6122381436;9.952,09;1635868666;10.015,06;26903329164;9.980,91;11052576490;10.017,62;59880733005
2002-10-21;10.005,08;48609517985;9.976,02;92968355659;9.967,30;6134114550;10.010,74;1645510007;10.035,80;26958698911;10.005,15;36113886838;10.070,34;60217682911
2002-10-22;10.010,94;48639499884;9.963,88;92854424514;9.958,99;6129000158;10.015,09;1646122834;10.046,96;26988677180;9.999,54;36093641355;10.098,30;60384857001
2002-10-23;10.003,92;48619019269;9.967,93;92892152691;9.929,11;6110614580;10.017,08;1646449902;10.041,68;26974492293;9.995,22;36078019870;10.098,32;60394722693
2002-10-24;9.976,34;48483895775;9.936,75;92600945672;9.928,37;6110156995;9.999,88;1644970663;10.021,05;26918989916;9.972,53;35994826676;10.084,97;60364299438
2002-10-25;10.002,06;59770647188;9.953,70;92758660263;9.950,57;6136887063;10.022,42;1648286296;10.042,29;117727634145;9.996,95;36077606494;10.122,79;60755035169
2002-10-26;10.002,06;59770647188;9.953,70;92758660263;9.950,57;6136887063;10.022,42;1648286296;10.042,29;117727634145;9.996,95;36077606494;10.122,79;60755035169
2002-10-27;10.002,06;59770647188;9.953,70;92758660263;9.950,57;6136887063;10.022,42;1648286296;10.042,29;117727634145;9.996,95;36077606494;10.122,79;60755035169
2002-10-28;10.020,52;59945389523;9.961,61;93223004232;9.945,32;6140299558;10.021,64;1651165092;10.042,42;117729134465;9.997,51;36253309919;10.102,69;81088445414
2002-10-29;10.040,48;60121686185;9.964,96;93413901808;9.959,36;6163952184;10.030,42;1654772264;10.067,61;118838638589;10.005,88;36283130568;10.128,77;81350697318
2002-10-30;10.058,64;60371561530;9.978,73;135282360490;9.968,76;6170808360;10.051,87;1660540822;10.090,64;119108908446;10.039,84;36438272843;10.148,35;81507951703
2002-10-31;10.020,50;60140513873;9.986,46;135385434821;9.968,18;44008046185;10.027,71;8242438126;10.064,23;118790414987;10.003,01;36325265196;10.143,19;256033307931
2002-11-01;10.020,50;60140513873;9.986,46;135385434821;9.968,18;44008046185;10.027,71;8242438126;10.064,23;118790414987;10.003,01;36325265196;10.143,19;256033307931
2002-11-02;10.020,50;60140513873;9.986,46;135385434821;9.968,18;44008046185;10.027,71;8242438126;10.064,23;118790414987;10.003,01;36325265196;10.143,19;256033307931
2002-11-03;10.020,50;60140513873;9.986,46;135385434821;9.968,18;44008046185;10.027,71;8242438126;10.064,23;118790414987;10.003,01;36325265196;10.143,19;256033307931
2002-11-04;10.029,87;246754181728;10.001,38;135586906554;9.978,03;44051539769;10.057,84;8267204374;10.069,84;689978531281;10.015,74;36371471036;10.169,85;256706996200
2002-11-05;10.052,78;247325251734;10.016,10;135785991564;10.000,64;44151020659;10.104,13;8305253184;10.094,15;691636040538;10.019,29;255115308156;10.189,61;257205590336
2002-11-06;10.108,57;247212892876;10.024,93;504953152466;10.044,35;44345815208;10.110,61;55588531221;10.139,87;694764106818;10.097,69;258802528282;10.239,22;257525767010
2002-11-07;10.136,91;247905022161;10.031,38;501336158984;10.035,98;44308809557;10.118,06;55628982682;10.152,44;695625055051;10.118,12;259325795507;10.248,93;257772600868
2002-11-08;10.154,37;248331251093;10.036,68;501599005255;10.064,01;44432506239;10.118,10;55629187763;10.152,75;695630574294;10.132,48;259693829366;10.249,80;326486413523
2002-11-09;10.154,37;248331251093;10.036,68;501599005255;10.064,01;44432506239;10.118,10;55629187763;10.152,75;695630574294;10.132,48;259693829366;10.249,80;326486413523
2002-11-10;10.154,37;248331251093;10.036,68;501599005255;10.064,01;44432506239;10.118,10;55629187763;10.152,75;695630574294;10.132,48;259693829366;10.249,80;326486413523
2002-11-11;10.104,29;326663100031;10.003,18;499918590547;10.035,77;44108115513;10.082,93;55147912531;10.101,02;729196445965;10.083,28;315115014194;10.220,08;325536399173
2002-11-12;10.078,71;325830764944;9.986,77;499093681759;10.019,33;43995603298;10.059,39;55019190917;10.066,33;726686000480;10.060,83;314556589562;10.199,46;324878242102
2002-11-13;10.034,18;324395761150;9.960,55;497781452825;9.971,49;43796283113;10.030,11;54858674432;10.029,92;724599687670;10.017,20;313191200706;10.171,63;323989822017
2002-11-14;10.051,56;325023618760;9.971,77;498793219673;9.988,19;43881716826;10.043,25;54936252113;10.047,81;726476757493;10.021,97;313340184350;10.179,59;331347173488
2002-11-15;10.045,88;327256480593;9.959,02;559459952706;9.987,79;43891844183;10.030,57;54878275383;10.037,60;725726166764;10.010,48;312978400141;10.172,38;331110480817
2002-11-16;10.045,88;327256480593;9.959,02;559459952706;9.987,79;43891844183;10.030,57;54878275383;10.037,60;725726166764;10.010,48;312978400141;10.172,38;331110480817
2002-11-17;10.045,88;327256480593;9.959,02;559459952706;9.987,79;43891844183;10.030,57;54878275383;10.037,60;725726166764;10.010,48;312978400141;10.172,38;331110480817
2002-11-18;10.109,14;329317078249;10.010,66;562356979330;10.034,31;44096307978;10.090,91;55208395211;10.092,12;878973379167;10.061,37;314628911151;10.226,41;332869157686
2002-11-19;10.116,98;329578659350;10.006,31;562119551572;10.043,97;44144064567;10.091,19;55209788440;10.100,83;879725108562;10.068,70;314856712383;10.242,69;333398664057
2002-11-20;10.084,62;328493691504;9.988,15;561094469922;10.032,79;44098995123;10.080,50;55150958732;10.075,70;877527677796;10.060,05;314585169642;10.232,19;333260057692
2002-11-21;10.064,06;327820541921;9.977,27;561241514168;10.027,98;44083329604;10.064,65;55062665138;10.054,99;875711177525;10.048,90;320241516391;10.216,70;332752689939
2002-11-22;10.056,43;327570093005;9.975,02;678022454032;10.031,06;44514445656;10.063,25;61594430045;10.067,27;878031719212;10.056,56;320720836403;10.208,77;335042381039
2002-11-23;10.056,43;327570093005;9.975,02;678022454032;10.031,06;44514445656;10.063,25;61594430045;10.067,27;878031719212;10.056,56;320720836403;10.208,77;335042381039
2002-11-24;10.056,43;327570093005;9.975,02;678022454032;10.031,06;44514445656;10.063,25;61594430045;10.067,27;878031719212;10.056,56;320720836403;10.208,77;335042381039
2002-11-25;10.140,85;334135943644;10.036,20;682749087307;10.073,68;44715068517;10.138,44;62054488744;10.152,82;885485747952;10.156,27;323898144444;10.284,41;338041764062
2002-11-26;10.143,40;334238211402;10.024,39;683633378784;10.078,39;44805657752;10.146,79;62119369660;10.136,97;884098158788;10.154,22;323830794384;10.278,47;338034780094
2002-11-27;10.132,46;333943992575;10.019,92;683322334151;10.059,28;44741170922;10.131,82;62141418099;10.125,40;883081060515;10.139,49;323354619454;10.261,43;338495446551
2002-11-28;10.068,44;331989926894;9.973,66;682603678203;10.022,90;44701078360;10.080,34;61920330103;10.073,59;878551739264;10.093,81;321892779752;10.211,85;337682100633
2002-11-29;10.088,83;336622067500;9.967,65;686909101384;10.027,14;44991956234;10.083,20;62384980745;10.088,96;889212876857;10.098,62;324233275407;10.217,40;338765790631
2002-11-30;10.088,83;336622067500;9.967,65;686909101384;10.027,14;44991956234;10.083,20;62384980745;10.088,96;889212876857;10.098,62;324233275407;10.217,40;338765790631
2002-12-01;10.088,83;336622067500;9.967,65;686909101384;10.027,14;44991956234;10.083,20;62384980745;10.088,96;889212876857;10.098,62;324233275407;10.217,40;338765790631
2002-12-02;10.098,09;336931216788;9.989,49;690223856072;10.037,82;45039856269;10.110,75;62553579439;10.104,41;892137197769;10.120,11;324919510334;10.248,12;339787303522
2002-12-03;10.111,06;337358906760;9.976,81;689348001272;10.039,14;45047882423;10.116,59;62589251389;10.105,42;892215352300;10.130,87;325477722335;10.240,91;339547034685
2002-12-04;10.150,39;338663238246;10.010,66;691674388905;10.080,57;45235258072;10.158,95;62850788469;10.145,80;895769599971;10.180,48;327073453674;10.286,13;341002932614
2002-12-05;10.155,21;338822146135;10.030,38;697288945429;10.112,69;46185435728;10.169,35;62856677997;10.155,30;901880979808;10.193,90;329855201729;10.292,45;341992361409
2002-12-06;10.131,05;338011303071;10.012,41;696037031127;10.081,23;46047338458;10.135,01;62642070340;10.125,59;899227611162;10.140,57;328128091926;10.259,66;340902904353
2002-12-07;10.131,05;338011303071;10.012,41;696037031127;10.081,23;46047338458;10.135,01;62642070340;10.125,59;899227611162;10.140,57;328128091926;10.259,66;340902904353
2002-12-08;10.131,05;338011303071;10.012,41;696037031127;10.081,23;46047338458;10.135,01;62642070340;10.125,59;899227611162;10.140,57;328128091926;10.259,66;340902904353
2002-12-09;10.132,57;338063182973;9.998,64;695070670629;10.086,81;46081033145;10.133,05;62628658428;10.118,29;899613497432;10.121,54;328065259742;10.233,83;340043992966
2002-12-10;10.153,50;346653182197;10.017,88;696393170029;10.097,41;46159891370;10.145,75;63407153089;10.143,15;901804866691;10.139,20;328807457441;10.262,51;340998882208
2002-12-11;10.121,99;345657566152;9.994,87;694787655049;10.076,23;46063544488;10.110,74;63188131121;10.105,21;898419759916;10.085,84;327269820891;10.214,61;339431633439
2002-12-12;10.114,98;345457817115;9.971,79;693456466902;10.064,98;46066707931;10.086,57;63072963460;10.094,46;899948032607;10.066,09;326624931437;10.207,47;339254242967
2002-12-13;10.120,22;345770497244;9.971,03;694248686598;10.060,45;46048256685;10.086,46;63292092075;10.092,49;899764785827;10.061,45;326471458395;10.204,08;341339392698
2002-12-14;10.120,22;345770497244;9.971,03;694248686598;10.060,45;46048256685;10.086,46;63292092075;10.092,49;899764785827;10.061,45;326471458395;10.204,08;341339392698
2002-12-15;10.120,22;345770497244;9.971,03;694248686598;10.060,45;46048256685;10.086,46;63292092075;10.092,49;899764785827;10.061,45;326471458395;10.204,08;341339392698
2002-12-16;10.142,58;348049534700;9.999,27;696204719611;10.080,98;46142226029;10.123,63;63522614525;10.126,42;902783731166;10.105,24;328166128188;10.235,32;342380221403
2002-12-17;10.107,92;346960562831;9.980,39;694877347824;10.065,68;46071660835;10.092,64;63331965344;10.101,85;900584939752;10.064,32;327059193603;10.196,39;341070741146
2002-12-18;10.134,91;348377031558;9.989,32;695482421823;10.075,32;46109216696;10.103,87;63400603187;10.116,84;901909611340;10.084,62;327716971226;10.213,94;341646772131
2002-12-19;10.165,07;349395535269;10.020,27;698459421090;10.099,26;46252450361;10.139,57;63638431802;10.150,59;904907127870;10.120,77;329143427780;10.252,00;342895493279
2002-12-20;10.177,46;350071838749;10.026,59;698893989331;10.111,18;46342821579;10.143,13;63637732878;10.161,18;905830425503;10.113,33;329381865765;10.252,67;344178706643
2002-12-21;10.177,46;350071838749;10.026,59;698893989331;10.111,18;46342821579;10.143,13;63637732878;10.161,18;905830425503;10.113,33;329381865765;10.252,67;344178706643
2002-12-22;10.177,46;350071838749;10.026,59;698893989331;10.111,18;46342821579;10.143,13;63637732878;10.161,18;905830425503;10.113,33;329381865765;10.252,67;344178706643
2002-12-23;10.179,26;350268977967;10.019,43;698383922669;10.098,04;46393980181;10.138,93;63611344505;10.163,75;906657935985;10.092,09;328684447601;10.255,08;345902267797
2002-12-24;10.210,33;351338585249;10.048,04;703310203026;10.121,79;46553832565;10.174,45;63834213085;10.195,09;910115336937;10.137,96;330739875456;10.293,38;347340000157
2002-12-25;10.210,33;351338585249;10.048,04;703310203026;10.121,79;46553832565;10.174,45;63834213085;10.195,09;910115336937;10.137,96;330739875456;10.293,38;347340000157
2002-12-26;10.224,03;352434979140;10.057,26;703941785921;10.146,08;46788136814;10.185,35;63908967907;10.202,57;910774542370;10.155,21;333174790251;10.299,21;347525824563
2002-12-27;10.237,94;353938780937;10.082,06;709625768804;10.189,30;47918994615;10.199,84;65624828056;10.215,39;918038549032;10.173,89;332915669875;10.315,75;352350223997
2002-12-28;10.237,94;353938780937;10.082,06;709625768804;10.189,30;47918994615;10.199,84;65624828056;10.215,39;918038549032;10.173,89;332915669875;10.315,75;352350223997
2002-12-29;10.237,94;353938780937;10.082,06;709625768804;10.189,30;47918994615;10.199,84;65624828056;10.215,39;918038549032;10.173,89;332915669875;10.315,75;352350223997
2002-12-30;10.233,57;354805324424;10.066,75;713751230755;10.183,73;47873151141;10.187,41;65845848595;10.206,61;930258150569;10.161,25;334747946914;10.311,32;352214987485
2002-12-31;10.222,38;354419388849;10.066,30;713717527661;10.165,28;47786388705;10.185,58;65972432230;10.208,00;930362411718;10.138,22;333989448449;10.302,84;351904131322
